v1 v2
1445 11504
29113 29323
20064 32217
24989 36777
26206 26211
451 17217
42088 47639
3680 27371
24790 32553
18369 36380
5100 17245
18254 29635
10691 25755
35580 37381
9885 9906
22320 57321
3540 3554
47931 49625
16165 19538
14384 49184
3220 6500
13184 25058
25442 26564
9031 9525
13192 34402
9908 21112
7071 25587
16569 25459
10070 16389
6300 12648
38711 52898
9566 20188
5036 8695
7384 13984
13229 24372
7248 36050
10484 20144
17451 43120
1526 14456
9272 9362
17924 41647
636 2460
2535 10968
22749 29034
29775 50707
5539 8113
17206 23924
1734 3689
13474 35241
11478 19414
5210 8072
25279 27800
15595 26091
10912 36303
423 19259
3709 10911
2895 19850
32421 35214
17297 25814
22848 41290
4530 12617
16951 16954
34641 41772
6927 11439
32976 34759
2367 9825
35471 56827
22335 42098
31158 39181
50580 50581
8391 20607
1817 27988
3419 3420
44785 45230
9215 27464
1611 16267
11124 21461
13374 17827
22987 33922
1524 4788
29148 44841
32324 32325
15 778
33616 43062
4788 19047
9269 12447
1989 2074
16815 24573
7736 12567
12326 32022
3870 3908
7417 8552
27062 28700
28929 33995
7179 26579
14210 23972
6144 10778
20934 20936
11587 18708
4730 12700
13613 34853
55481 55482
6103 8207
3700 40176
1907 2271
8481 26851
1461 1499
6683 45426
7258 37769
3586 16586
15403 32982
3010 13893
6802 6814
8850 31851
18428 18739
5417 16513
1945 10341
4372 18206
6401 12529
19208 25695
21514 24918
16029 41453
10641 38039
23048 24689
6839 6907
29195 46226
33961 35384
3423 11968
4372 20145
30287 45425
26766 43179
10478 24433
21468 21471
12945 12959
9917 10134
1724 1743
8689 27190
10554 16612
15516 38816
20810 36890
21682 22440
7358 9977
5001 12780
3828 10000
14344 34479
39645 48689
31203 33049
54842 58394
1193 7586
2305 5425
2342 2560
13006 41857
34727 36734
2412 11697
24843 32755
14838 29219
10080 13883
33872 44811
25673 41025
12692 35971
25587 32413
133 14214
1420 10605
1613 35087
9418 50758
25830 26805
15112 21257
12523 18295
5189 5428
451 6025
8118 12999
2677 3717
10227 11510
5935 17545
23583 34233
37372 40475
28411 47138
5306 5907
6031 8529
9719 10878
15777 33553
13922 13962
10899 13465
3943 8709
8084 17372
8166 38039
10054 33947
16560 40441
9162 24644
1327 2868
1611 5544
15289 19826
13273 34611
14258 14286
16676 26833
20906 27503
22406 26420
26166 27090
3204 3225
6949 27414
1710 3051
469 3545
3615 5030
22710 22713
5492 17049
6106 6107
1907 8646
468 472
25061 35209
2876 16439
18695 19654
13725 14581
8081 24116
39723 48727
5908 5916
7818 22676
8673 40137
22021 31093
6146 12709
7849 7859
18533 21538
1617 57252
5144 19519
29184 50006
15849 20736
559 697
11287 27883
46614 56620
9154 21386
20577 38727
11276 19421
11770 26759
6180 7860
8567 16568
15137 15167
1620 48474
19985 39845
12542 13039
8941 13870
24980 34370
6341 19276
11519 20055
8865 13436
1284 1304
10426 50919
15910 15917
32005 35937
12827 21827
25189 33597
2141 2257
2667 21163
9069 41517
785 24413
7382 21676
3379 19505
8859 11855
9908 27636
13799 43367
21369 41573
8848 17529
13410 19471
7764 19375
21493 48588
15622 18608
21918 33912
11345 37391
14659 26648
16562 17103
30921 37442
2714 6237
745 11971
17921 28977
33370 47228
3520 9361
25759 46540
5160 9853
10117 20123
12819 30922
19390 28697
20578 42747
40325 45224
40248 49353
16808 18894
2161 14451
17930 17931
775 1967
3692 3707
26661 27501
14885 15603
11856 20001
40477 45996
43884 44031
10045 23533
13157 27286
22297 33544
25239 34733
8457 9753
17373 30373
39782 41860
5867 10090
48810 56232
11397 17482
20358 26375
25152 27471
2465 37975
3732 43157
9738 25735
40033 50455
22140 30339
19212 31218
13179 13226
42693 48404
38348 46103
37403 56873
8658 29195
8180 11918
10293 29432
3627 16173
2069 3790
8430 27403
14179 14180
23011 23780
32709 34756
16065 40121
2672 6939
11349 44740
14949 17914
19039 20790
27058 39782
9857 9895
33982 38896
452 596
2183 5288
33722 39334
5443 7950
17413 18660
4046 7338
2999 13322
11481 17668
19092 46819
26450 45346
20079 23038
29791 47731
5139 20836
10891 22301
12692 15101
4454 11129
19510 27442
14684 34478
9051 21598
6100 19633
4411 33207
6577 42588
14166 24269
15159 33611
4187 9229
2656 11409
3579 12743
18936 18945
8565 13708
14869 52588
5077 11538
13331 17675
22873 44547
3519 13153
7608 31218
8709 14694
5072 15230
13677 24613
13208 13231
4224 8081
6000 6016
11846 12856
26112 29155
5729 10443
7599 22277
13365 42450
49315 49316
20778 28452
12128 17908
14733 45422
17559 31403
15704 16571
126 17111
904 4245
19144 20596
23054 47457
34515 42306
11644 24801
17302 17319
8775 19388
5136 5139
621 11679
6610 16919
7020 17698
39824 41638
14263 33040
19831 34000
31255 34474
404 10197
20255 20933
207 6314
14025 56381
21811 41772
14882 15564
4895 25346
27386 36593
19206 26673
12328 25252
10270 18107
15136 26625
11642 27068
5122 9217
11572 49984
21811 29688
4195 16295
350 2201
46 13064
25662 26875
6060 17007
3096 25106
16606 40853
7630 39493
14684 23390
16023 32476
495 5621
5357 10202
8418 28990
4374 14661
19388 40252
1467 17904
979 6255
12218 15582
15304 22311
27213 41684
22670 23063
8518 16558
16747 31920
17027 34639
20065 45343
11735 18207
6312 7671
16108 32940
14284 45926
15756 42040
8446 25361
2677 9797
3676 8635
1575 7249
11355 48700
1374 9926
7563 20336
36026 36143
45360 56881
5139 15237
13007 36619
3732 29129
16702 20319
20999 26367
7611 11330
4590 4599
8628 20347
33886 34817
6373 26815
10219 21950
13697 21018
3507 3514
19392 33170
15302 20126
28818 39143
35215 45441
9167 24136
17905 18266
27992 54667
3567 22224
10340 24970
21734 27197
4737 7223
6213 30502
12282 29210
3677 5012
7224 26363
8430 15737
25555 34865
9056 11850
8452 8643
15642 16913
7338 14624
5003 12761
6362 20684
24736 26433
5405 8721
24980 27798
19050 42250
7369 11286
3141 12435
416 9361
14987 41088
16612 34842
9825 9907
26966 43401
29383 44785
54025 54456
2680 11082
14886 32585
14487 21494
15569 27403
6206 45239
115 123
38845 38847
13210 20895
11809 14278
5526 19208
12992 17887
25534 38693
38868 50533
11642 34566
15214 27895
23291 39894
9968 15052
17166 45238
24831 33994
27253 34552
1212 7511
26955 40002
12588 26200
8703 12182
11857 15736
30604 47089
16329 20306
23009 60971
4237 4245
4157 16294
12102 12103
33083 33752
7411 15066
11998 15817
45430 45711
827 20819
2650 10044
2944 16434
10548 12094
6165 12959
33999 34407
19772 36973
11808 20739
349 32315
1907 17320
35008 40124
12023 39871
43861 43873
14235 25997
41190 49684
12330 19573
28726 45212
2366 20473
10683 19996
20561 20562
4129 24310
28262 28263
3985 5482
34411 38146
9720 27727
50662 58804
803 19197
48477 56633
937 23219
14911 35360
3160 42111
706 7411
2322 13177
18251 25960
8597 14082
21016 26703
34410 38361
34550 57843
22079 37403
94 95
28207 31592
9759 17465
10858 46089
17472 27224
21452 26297
11880 11882
9737 19356
7198 8566
21752 25487
6481 9507
13819 24324
20766 22314
26306 32764
33084 36074
4532 4543
14527 16334
8127 10832
7266 18176
15290 15429
15692 15709
27243 27315
437 18548
5413 9695
12821 16672
25245 42163
388 21647
2322 8122
11137 24210
1103 9227
34448 34613
1550 26528
4373 18918
5275 41855
7760 38510
11790 28803
49789 49796
7538 7540
5966 19612
3676 35359
7715 7725
7510 13932
26115 34602
15664 41224
26799 27105
2184 22035
31052 31645
5043 16535
20426 41539
4123 14144
9069 17154
15708 15710
5973 14368
3624 3692
11535 28354
23059 25757
4886 36977
23397 34725
8402 8762
3103 5014
2895 6631
5090 9890
27098 31280
8419 13210
4749 16490
19651 36142
8033 18463
3703 19519
129 12972
30308 30312
2976 13689
36948 36950
49866 50279
788 17236
11028 14977
2248 11420
3021 5662
1913 12981
23444 30792
32238 40738
8471 11975
22683 31069
15175 32995
26551 39178
8604 14192
6741 51286
25663 26953
6907 18610
16092 34664
3936 5099
28965 37210
15166 40574
1662 8563
13407 58068
20268 29648
1942 3914
14872 14911
1854 6534
18502 19401
1506 25619
3991 13471
2243 13366
4500 23449
4111 26388
12981 17302
26818 27241
6359 19144
12275 23140
5067 8630
7230 15933
19376 31714
5448 15571
19487 22679
9931 29234
10512 53400
114 9364
10863 21519
36303 37615
7473 17605
3767 30910
12027 15150
18905 26610
20989 21055
13011 23396
1597 22219
6959 12545
2365 18156
1734 24311
4256 24458
12957 12962
4557 34185
21339 21410
17736 40174
1673 18976
5991 13813
6881 8342
8943 12056
5879 24938
7627 13925
12965 17636
15972 27751
940 13991
26776 27197
28249 37028
494 5560
873 2780
22177 34148
10887 34724
22346 58738
34034 39069
9884 10817
23878 30360
832 25252
5075 20736
42109 50351
84 25105
29452 32675
12818 30474
2243 38348
5204 8054
19369 30484
4985 19794
14666 14988
8395 16093
3700 26698
13089 13093
17336 19339
27606 48831
12844 13846
24973 35350
7964 30047
24657 26430
10218 21972
26891 27534
9723 19717
10144 14276
11543 41025
13199 13220
11683 13169
19011 19025
34558 37028
896 13852
7599 15596
2013 2279
4165 16325
1930 37809
2776 6780
6366 17728
20873 20879
3682 3701
925 46389
2952 9823
20062 26806
1728 1745
22460 26805
27812 35181
589 20423
3441 6873
4201 7378
7001 22952
32307 36734
33205 41236
4079 30701
15753 23310
2199 2570
8709 22289
19513 33811
123 3596
5026 5236
32643 38817
24838 30680
4919 5754
24046 28419
2047 55459
4481 18507
11120 19154
18080 39746
23312 38156
15434 18431
26828 29795
5886 8474
6720 14616
10397 22199
6760 15270
600 4395
8753 13851
11842 22712
38574 50929
10737 13939
486 3079
1173 1557
423 38042
2309 15563
2995 3046
3637 15925
3708 15421
2862 3026
11142 15260
1412 1435
7001 35706
10805 16041
17915 40714
3095 14158
11372 25983
9137 18169
11483 16935
9987 20477
26339 28476
22020 29250
18808 38635
1288 7152
133 12642
12275 27188
6189 24139
6149 6218
9647 40738
6188 26080
9684 14655
12692 49716
1103 22720
51396 52164
18322 30023
12279 15683
3785 3787
15344 17109
1917 31674
8555 18086
7781 12931
12255 19147
1495 12703
8682 47153
41 399
6356 30069
708 6418
30054 48093
32132 34148
10873 12327
26593 34440
18003 23673
34757 37711
14686 22323
6332 6617
20703 38399
21447 23523
5742 15359
8650 24691
9472 20978
3387 27473
7761 14179
21099 24078
1912 7371
609 1982
23068 37574
2341 14083
11722 22568
21219 34819
5937 11356
8773 8774
19225 46546
19774 25673
4766 42902
12076 39768
16065 17064
147 12281
631 634
11550 18469
15672 20055
19545 34612
14682 20934
22678 60831
11821 22678
24361 25242
1900 5167
24846 39921
34340 39206
22584 49191
1430 13132
2217 13064
19444 21023
19163 35878
13889 43794
26776 32601
4777 27600
34160 54803
8794 38438
9291 10886
13306 49077
34464 38112
26411 32574
9841 9922
15417 17064
17399 30477
115 9941
14876 23064
10487 17139
24280 33512
9862 10951
7442 22220
1545 18356
11660 31841
5628 6173
19478 25207
19575 25259
608 26194
36923 37040
24149 26409
9594 24869
13581 20573
1313 10973
4892 6586
3503 6191
13201 33875
481 8729
16565 20320
7157 18390
26309 30865
35800 41681
7237 20210
5341 5366
19937 38984
13485 14910
2679 12882
3172 9248
315 12375
10103 20075
11035 21037
2589 28737
11446 22025
14081 16179
16180 28362
8380 21070
1782 16797
2805 25168
10902 14955
6785 30527
5343 15996
20611 43429
156 159
12688 33931
15580 15595
27406 36325
5803 11295
21375 51344
1491 3131
3354 5570
3743 36716
12574 24790
30237 48907
30522 33570
8946 13129
6183 18897
26815 39746
19673 26985
22670 25245
2046 46246
29955 43397
950 2804
26552 42418
11381 33308
24330 35993
18465 37199
948 47370
5664 20523
24476 35215
6997 28070
3688 10928
31722 47363
18980 28158
31988 47088
35470 52534
31466 40584
9434 13845
18116 36518
21931 55944
297 25173
10397 16372
33013 33020
3899 9318
12992 25740
45374 48170
3909 17882
19103 20312
51229 51235
31754 34400
15054 17609
3654 19183
1041 9201
13771 48467
1233 13157
14270 42380
7917 8759
17576 57357
12588 16813
28012 28013
51057 56449
12439 20937
3943 14085
14359 27105
12513 17066
2219 2759
5755 9684
25922 39164
2273 7674
2555 5939
21210 33125
32434 32435
7721 12049
39246 39247
27948 33948
12039 26615
17809 18564
22262 37827
3650 8673
9626 45801
5700 10637
22786 38444
17887 26777
699 3816
13559 13563
799 1781
10222 16936
9897 11948
1476 1504
8097 8735
1463 33246
16683 19530
11022 20927
8028 21462
3010 6849
9470 17308
20265 27248
1957 11189
3533 14995
14693 15382
4182 24832
27417 28380
8861 16283
5873 13896
24367 39224
10547 11462
12791 36407
11642 11657
25331 27471
489 21008
3963 20817
5436 16513
22221 31976
6175 6179
9963 22191
4578 7867
24846 32328
42677 45138
15370 16971
17196 41902
3737 16530
6968 6970
17906 32689
22288 31675
14284 25329
5160 9895
1146 1162
5437 9337
38196 62866
22225 22468
9999 19788
22375 25716
4365 20247
43014 49928
14117 27659
12335 38645
16956 30204
30357 31202
46599 48856
29120 48966
1580 48907
3521 34759
26828 34685
32021 35181
10677 27704
2739 6815
3928 23112
38509 41965
3679 28617
3694 10916
1103 1918
8887 17718
360 4533
5675 8579
25298 34372
15599 36385
30401 42515
8292 10105
4290 20812
4316 58126
3716 10936
1518 8948
12872 18683
5104 20813
6140 6150
1305 2672
28263 28686
2019 13686
4743 25836
30389 51190
3131 7402
6707 22201
13188 20887
2477 7145
12730 18412
6956 26915
438 601
9563 20987
13060 22917
20809 33653
5148 27708
14218 22510
17713 19257
4604 17869
18759 22230
691 1588
3351 3352
8659 20063
2372 2492
12260 26332
4422 4424
5357 26253
13871 30434
10070 28315
30459 32527
5176 19109
14258 14267
33432 43375
12186 19589
17911 29749
15354 34571
20129 32231
17066 20380
351 9770
7135 31841
20517 39646
7376 47558
10153 10816
9634 9638
11272 11789
45102 62833
61254 63177
32565 33627
2876 16796
25809 25963
51998 52450
7205 26168
1023 2161
94 3627
15794 29178
5068 15199
8553 13707
13007 26952
13798 21273
789 20880
34408 52713
9814 24459
15491 15495
8290 13861
7372 14780
26554 41773
12841 28743
16665 39152
1563 11119
20298 39910
1927 14872
2372 10683
18557 19339
2416 6784
11208 45192
7895 24481
13817 26678
4820 6062
9426 16834
7380 14370
10165 31105
8020 8062
13005 25765
13595 20464
16375 29934
7794 9075
18542 50735
28814 54159
5287 10908
38663 41609
15582 22299
34263 49989
18121 26990
13830 13832
5077 6171
11760 38025
5271 13131
6322 33189
7891 20465
4454 11839
560 1602
44923 57359
2962 13370
3463 3513
13909 16714
2476 6718
37923 37926
13817 18338
16601 17205
22669 25759
18243 20261
13156 38122
14988 20834
13196 22350
708 2225
6174 8072
13155 41771
19756 25465
25490 32977
41052 41416
5067 5146
26175 34646
52833 55795
6959 30503
14428 15136
32829 39950
7517 22297
13921 16299
5255 36456
7100 10905
1944 8607
3728 14668
3588 20778
7510 28984
4340 38723
4158 11523
1945 4325
25131 26815
16096 27629
13488 28546
3103 4474
6840 6894
19758 33690
1265 6678
25737 25745
24454 25051
14488 24310
43482 54215
16836 20801
56032 56034
4824 37406
18894 40796
16205 16322
17157 35120
534 1782
40877 52867
11020 17484
3145 9750
6070 21074
12024 41453
13336 13570
31549 42423
8932 12632
3012 5204
28814 35330
23601 41235
1494 2075
3860 4340
17142 44111
21299 24728
2322 22301
9217 15368
26296 32536
1193 3697
1902 8430
20046 34318
903 14379
37960 52512
26875 26953
44628 44645
5208 15999
8432 28613
17449 29263
25750 28470
3949 5061
3160 7439
5411 6152
5598 5599
3566 4896
57582 57583
207 9513
28275 31277
2208 51542
22519 51493
28932 40902
20322 21458
7518 12148
11734 25356
17064 26955
18429 24938
17061 36749
3582 10890
3418 20907
15823 45287
22535 34442
1126 2230
8854 24769
17962 37596
24119 28935
825 11543
7363 18063
8763 12791
25248 36314
15876 15877
20886 39439
2943 9272
34790 48376
28328 35325
15702 17020
8369 9648
8896 12547
8321 17854
6362 11730
9596 41296
19769 53222
714 17164
22167 37143
21036 22776
8123 9904
3503 41771
14312 24211
31375 33926
2281 6270
2336 25705
16141 33962
11746 41242
16582 17390
3984 25744
20065 37974
26996 43788
1141 19232
3600 3678
23 8726
7390 14327
10933 27390
8841 11505
469 5069
8418 8644
13675 32459
6837 15680
4456 43873
25197 31759
21775 26721
1361 14040
10359 12762
6204 11885
8321 9248
3004 3032
6350 39990
10194 13078
4455 30927
411 33774
4235 4261
13226 33031
1184 19879
8568 13871
1036 1042
15704 27063
46691 48582
47438 50606
12321 16061
27981 36724
11184 36941
2498 3428
7036 7795
11525 56195
22355 36692
34613 36696
11524 21254
29366 33229
9660 35216
22676 32063
16101 16295
6785 32561
19211 28379
23850 25434
12400 30862
36607 50627
21979 32637
1578 1579
1143 1791
22676 37017
31851 39486
8969 26786
43983 48056
7632 8701
18092 20934
30141 42720
11069 12587
3388 36674
25985 52072
11574 18834
14218 27188
11389 38531
2279 4124
21210 21930
11996 26520
2154 19504
14885 22737
7597 37711
22612 39134
5126 14910
11864 26788
1548 30481
23335 31888
30341 32565
4538 11690
1828 2869
9388 21264
24673 37546
5968 12344
22311 22312
32562 36638
2161 6735
23 10436
33578 60863
5170 6070
9156 27461
7589 32402
9616 10972
1570 2711
4836 7629
8081 15157
19532 19704
594 8617
5254 25612
14358 34655
10866 60884
24940 30070
12173 22902
1591 3251
7051 25223
10161 10259
8752 11749
13007 32023
13608 20173
22776 34793
37445 57605
20976 29534
29112 31291
21795 59873
29239 30094
1227 1537
429 2098
1738 4820
10935 32076
8772 29858
19704 22347
23973 33729
33918 40568
7540 16173
14220 25332
389 3184
8629 31200
9904 34025
19086 19749
4042 35213
15310 22386
6222 42028
11814 28972
4034 32965
8131 37073
7446 11039
10175 10176
39015 42135
11049 14791
1341 11430
28307 34450
11424 46266
26553 42417
2191 20468
2320 3945
9049 18041
10238 11720
11389 22165
3433 3435
12945 16611
17726 19615
26764 33661
16494 16497
5160 36333
293 2923
4167 31809
4884 7394
10917 47217
15273 17295
620 8869
24465 41570
4355 7049
7365 40096
14660 44610
42238 42247
38772 39696
7052 9359
32558 43972
16073 54601
935 2450
1097 1111
1107 47045
19531 25271
6434 12675
26788 49494
19931 19934
477 3001
1905 5136
40743 41622
25689 30230
7247 25103
2927 5772
5931 9008
33491 47315
18657 21452
160 441
1510 12481
874 5555
1384 8861
20905 27442
4040 28966
20819 33845
20962 26333
10877 31945
8433 20779
14342 20063
16431 16437
20303 26652
16622 33242
11882 18612
207 17545
9364 13586
10219 16815
1084 11660
7068 26969
11534 25908
31320 43466
15145 28672
20204 27802
7078 7648
3806 6507
22917 47931
2500 6782
28254 31899
3705 3728
6072 7346
1462 1531
27667 45690
17831 19033
7339 50519
358 2306
36894 39743
12170 35604
15309 30219
17318 36457
3590 3626
26061 39055
20636 39491
21514 21647
1948 17314
24756 39530
27297 43973
45815 45818
1867 1880
1729 5195
2147 17625
4856 6397
19369 23246
3656 19575
20119 32273
21296 28638
10062 12953
7820 7852
5144 15354
27210 33228
5225 24848
9897 34731
20455 23941
15041 21383
31827 42519
8193 41623
6726 9372
2752 17011
5116 8604
20936 47030
26834 42138
583 28613
22288 26965
5185 28617
9112 16969
36685 57442
2739 22781
433 8714
7657 9141
21249 39432
2169 32795
1524 5768
32664 45377
17305 40309
22946 31896
1264 1266
15282 25268
27443 29936
49237 54265
5515 15210
28931 31897
23873 26961
4743 9938
6682 19842
8966 29812
8433 9880
6564 18678
11710 42672
25260 25264
37323 37326
14098 36744
11542 19904
12323 14958
10421 11987
22455 50250
17647 20926
18251 31740
7842 25601
17242 25937
20790 30539
1902 20809
16318 16935
3654 3728
3043 18894
25224 34447
1364 25421
28432 43505
11369 38720
39758 40317
3914 14987
11784 25549
1513 2804
46091 46093
3489 30394
16323 20183
8582 13217
19467 19610
9804 10679
3033 11446
4283 24509
3097 7946
3318 21666
21756 21834
2703 18496
27560 32116
849 2562
1143 3936
122 1936
12026 26675
36034 39729
3086 10385
41631 54696
1445 2675
14487 16425
17558 31300
27817 27837
13761 17478
20268 39531
21600 28383
16888 23968
2344 3365
9208 32266
17765 50205
17592 27060
19615 30794
2103 18931
123 12250
13812 17079
29779 47563
573 5181
17366 17592
18050 56215
12930 33216
7369 51665
286 350
5515 8760
6994 18783
5620 21935
18571 62264
2309 3875
11174 22244
17632 36987
4727 4741
8594 16280
16689 16704
12268 13484
29526 31183
2264 12751
5468 35208
16223 18829
4324 20153
1944 19500
2122 2135
14125 26922
1855 47199
5419 12147
15317 25997
22560 50070
23312 34411
45251 50134
5135 36276
20360 36021
6277 11225
800 13573
3173 4247
26462 51864
8447 30337
23147 40766
18732 27008
12035 39338
34474 38643
1981 13313
10945 28712
20412 24591
15744 25672
7124 13582
25315 26341
2597 14729
4346 12385
9900 24460
7124 16033
34704 53064
2872 12751
29148 29155
12037 16025
3682 25219
1173 3077
6170 9233
1919 1977
8089 21135
682 7712
86 129
28906 32308
40512 40574
21779 26645
884 3162
44189 58769
4164 25129
19668 36438
34073 43876
34785 36953
9409 21137
20344 25082
8483 49951
11000 27938
9262 9358
24617 26181
26881 28544
133 15575
491 497
12251 16751
27851 32060
33795 36734
7836 29634
1560 8952
14984 19858
38496 41347
19566 34370
2560 8066
7449 22800
6206 36730
11153 11558
11932 39095
4128 16690
16459 36022
22928 25116
28202 31442
5492 34396
12024 17025
3652 25346
11009 22910
42487 61415
24121 32316
18194 21578
4360 19193
36953 42749
14876 14911
13603 19225
11993 38161
3193 13842
21573 26188
13186 38113
19615 27532
34137 62656
12257 16326
27244 39921
7467 41614
133 8667
9848 20897
13766 13804
2943 25566
22177 32993
12213 29048
31000 35850
13171 13193
3615 9960
7980 20193
13674 18481
10761 18607
34448 42303
3735 8695
19413 39741
2807 8073
14955 25271
2273 8839
3698 34834
4543 12116
13177 20873
817 9828
15052 21071
25845 31381
29093 34469
6374 7371
22123 40895
15422 19113
1721 6297
16330 29068
29689 29690
7145 11293
10548 27146
6791 8933
10741 14601
26738 29757
11359 19225
1949 5646
219 226
8673 27403
23696 37799
39913 45261
15327 32582
5092 36476
10896 24848
8628 22914
5066 12435
1521 38741
23296 44331
24653 24657
15534 15535
28977 30116
15051 22536
1368 1371
19469 20794
5888 31538
8384 12012
12254 21084
25079 38979
1303 8512
5182 12575
6432 8517
12467 31841
951 15076
15782 31844
17064 25325
8409 14884
30204 34352
3584 3662
1109 8476
19103 24624
17887 22669
3653 23066
26617 39777
126 7507
2448 49043
18926 42601
19878 31150
19914 24968
10735 12630
11148 23380
433 27814
23808 37819
2746 25815
30951 32347
22095 24843
1511 8720
24506 46698
12430 13684
32442 32499
9353 9356
2943 4993
4165 25417
20933 23044
1135 3764
11992 14949
2940 12456
9031 40740
11742 30934
13167 13217
13928 13929
11173 27350
8758 11740
8851 36407
20055 29848
3701 3731
3881 10695
13486 34731
15093 20302
699 34753
1217 19478
19121 27817
4385 9037
9605 19340
38948 38961
16586 31855
214 26601
27396 31811
1481 7615
1947 3682
19006 20263
593 6244
10194 12778
12958 13549
1243 41242
10899 28393
15042 16838
5566 18005
34789 34790
3694 19044
9720 25157
20769 34446
5 814
3532 11428
20980 21788
31465 33745
6690 8568
19697 19757
34252 41993
11315 27122
34119 59253
2891 3044
19519 36327
8646 38813
2078 2083
16623 22752
21394 28507
24228 28383
8639 11797
24845 25077
11800 28841
5888 16726
26953 30957
18826 22270
681 2511
17341 17342
19421 20819
24436 27480
3258 24726
592 32092
18240 40742
27253 33060
32604 57281
12421 14624
10897 24336
362 36067
24983 41176
7830 13374
7901 9916
21811 26301
4779 7400
8190 14007
11356 50121
2872 8483
31052 51409
12278 31711
17982 22951
36652 40713
99 517
5268 9936
18347 27949
19293 22459
1089 29113
11390 15552
32876 33613
224 13843
10884 16943
19147 39836
17433 18695
6187 6202
13905 16696
6095 8200
9949 33144
2678 5542
22332 22683
16723 26836
36151 36152
814 4221
27504 39143
10268 11058
15819 19722
56 10312
246 7959
34621 38876
15533 15534
263 2418
3604 20747
8611 9448
10387 15672
12402 31933
9366 9618
11960 20376
8581 14453
14684 37224
3984 35604
21033 22251
4078 15956
3898 8589
5281 12544
1786 4915
11577 26499
24229 27585
12572 15736
6213 7753
7070 7072
2362 9217
10602 13297
13476 14097
22165 39485
4374 10899
43865 43872
19050 28878
3409 50070
4569 36545
33721 41167
43189 57105
5431 33734
25279 33845
31033 47651
19002 46284
9162 20137
1777 17711
26667 26675
27987 53480
31066 40949
2085 2975
3435 7217
25283 42297
32833 32834
42891 54789
4033 24429
5959 9083
18578 63621
30758 35263
8923 20401
3914 5153
5721 25236
15298 33689
27437 48851
5081 5160
24989 31279
8966 12240
20211 22091
5732 8508
8925 12541
26166 33773
25848 45425
13739 24122
34321 34326
398 19520
6217 17924
4390 26902
8493 42419
26143 26146
8619 10130
20137 26579
29817 30356
47714 48440
3682 19706
18457 31575
13015 25285
33992 37144
32294 38120
3927 3946
1543 29356
10347 22888
9774 15110
11727 48829
12332 15857
16266 28052
12006 16024
41333 41336
2304 2785
4283 11648
13675 13680
39071 40326
10612 13689
8619 19755
9907 27622
13270 20241
13310 18242
40981 44828
6313 7689
34927 37567
1480 42804
2399 5393
7545 42496
157 20290
9585 25306
14880 32680
25168 33496
15718 31952
1471 1483
38191 45851
1327 5908
26943 37139
5163 13494
7108 50928
23 1396
7630 8506
45383 59153
8193 47648
4702 27911
6876 18099
26304 35008
38623 41768
25327 30485
13799 24057
2335 5435
12264 24702
25015 27107
813 1640
20955 24229
8778 12759
11409 41613
12063 12084
155 16636
6349 16586
8363 14790
18352 29095
23963 51933
335 44411
13836 14177
29510 35272
5155 42381
5711 25716
30462 31054
26172 26966
10832 19068
19982 22246
6206 24945
14 17056
9927 11857
27622 34736
12318 24431
16578 28137
6139 6959
16554 27596
1417 1488
23390 24543
42582 46012
8556 8937
8761 24534
10392 33909
12133 48669
24865 39394
42789 47069
10571 11409
5067 7588
603 3704
3629 16516
16664 38555
41403 46035
5394 14129
10810 12996
9079 24026
2468 12408
11880 41593
12943 13548
9569 18265
11561 12815
1471 17486
8855 16034
28615 32025
10808 19801
9374 13692
264 4669
4649 4958
3671 19131
44942 44948
23671 24210
15125 15129
11806 26337
25232 25264
39871 40174
38409 43043
2384 2999
2010 32738
11760 22615
19299 22450
2939 13579
435 6742
19646 25086
178 14814
8703 28545
593 818
1914 2744
889 24496
3711 27371
6857 38414
9990 12114
6595 30262
6786 7698
11837 26194
10487 14219
14257 26931
5325 20197
5868 24326
6234 26460
1592 13849
17421 18502
15339 26938
19281 25089
6196 19078
31230 32005
6349 34782
14364 26797
9999 11120
14211 14267
1652 7863
2530 44253
2322 5187
3527 6144
5914 6676
20061 26035
26902 27053
3823 7171
22303 36176
4373 17373
23001 43456
1103 9319
11437 47112
6220 31798
5722 18873
7510 19541
21385 47322
30351 43441
13732 38567
19382 42201
6997 17242
20297 30176
21501 26824
24986 43029
1936 1950
2568 18571
17599 25038
5888 13937
7347 9603
9762 30169
37177 63503
7201 13373
5088 5091
21312 23368
1212 3621
8710 31273
19772 19774
6716 12509
1592 4283
9829 25511
22139 22194
9200 9986
16515 19499
17184 20807
25750 35150
30392 35939
31897 34107
268 10961
3960 18498
4455 22173
19159 21069
2015 3401
13111 25116
14235 33039
46744 46746
47887 52232
21930 30817
8119 12332
15149 25940
1397 20973
23969 25332
3447 14361
3914 37055
9865 15335
5412 18652
10381 12589
8855 20074
11825 15356
23236 38918
29640 49323
23722 31865
554 6254
3709 7554
4299 5429
5586 14994
1527 19259
4262 16204
6029 39497
24171 24204
25938 27531
3649 22324
33997 37674
34113 34753
6785 21461
12553 24206
5100 10873
15780 34129
11112 24607
32940 38585
3588 25207
8695 27246
2420 4776
22605 28062
13219 13223
10090 19158
3579 28470
40988 48152
3725 27638
406 5644
6483 24612
8270 11757
17159 33791
26864 37615
3374 12974
10084 46786
47291 52758
13162 14690
35289 39632
7907 17209
7754 7755
9017 20095
11152 25123
25545 27651
9928 15125
